society,price,sector,price_per_sqft,bedRoom,bathroom,balcony,floorNum,agePossession,property_type,built_up_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score,coordinates,latitude,longitude
ats kocoon,2.2,sector 109,10023.0,3.0,4.0,3,8.0,Relatively New,flat,1860.0,0,0,0,0,0,0,156,"28.5073° N, 77.0089° E",28.5073,77.0089
bestech park view city,2.9,sector 49,12170.0,4.0,4.0,3+,5.0,Moderately Old,flat,2157.0,0,0,0,0,0,0,117,"28.4121° N, 77.0480° E",28.4121,77.048
shree vardhman flora,1.27,sector 90,4951.0,4.0,5.0,2,9.0,New Property,flat,2248.0,0,0,0,0,0,0,83,"28.4085° N, 76.9369° E",28.4085,76.9369
independent,0.6,sector 3,6000.0,1.0,1.0,0,1.0,Moderately Old,house,1000.0,0,0,0,0,0,0,0,"28.4909° N, 77.0176° E",28.4909,77.0176
sobha city,2.9,sector 108,14478.0,3.0,4.0,2,11.0,Relatively New,flat,2003.0,0,0,0,0,0,0,108,"28.5134° N, 76.9830° E",28.5134,76.983
independent,1.6,sector 8,3186.0,4.0,6.0,1,3.0,Relatively New,house,558.0,0,0,0,0,0,0,0,"28.3738° N, 76.8970° E",28.3738,76.897
eros rosewood city,4.05,sector 49,20769.0,3.0,3.0,3,2.0,Moderately Old,house,2000.0,0,1,1,0,0,0,46,"28.4121° N, 77.0480° E",28.4121,77.048
puri the aravallis,3.87,sector 61,17200.0,3.0,4.0,3+,21.0,Under Construction,flat,2250.0,0,0,0,0,0,0,58,"28.4050° N, 77.0963° E",28.405,77.0963
godrej summit,1.75,sector 104,7530.0,4.0,5.0,3+,1.0,New Property,flat,2582.0,0,0,0,0,0,0,60,"28.4788° N, 76.9960° E",28.4788,76.996
bestech park view ananda,1.45,sector 81,8735.0,3.0,2.0,3+,3.0,Relatively New,flat,1352.0,0,0,0,0,0,0,45,"28.3867° N, 76.9485° E",28.3867,76.9485
independent,5.7,sector 2,22637.0,9.0,9.0,3+,3.0,Moderately Old,house,2430.0,0,0,0,1,0,1,0,"28.5095° N, 77.0320° E",28.5095,77.032
ramprastha primera,1.2,sector 37d,13333.0,3.0,3.0,3,5.0,Relatively New,flat,1000.0,0,0,0,0,0,0,50,"28.4478° N, 76.9703° E",28.4478,76.9703
tulip violet,1.28,sector 69,8112.0,3.0,3.0,2,12.0,Relatively New,flat,1428.0,0,0,0,0,0,1,49,"28.3966° N, 77.0341° E",28.3966,77.0341
spaze privy at,1.35,sector 84,9643.0,3.0,3.0,3,7.0,Relatively New,flat,1750.0,0,0,0,0,0,0,90,"28.3979° N, 76.9736° E",28.3979,76.9736
rof ananda,0.55,sector 95,5500.0,3.0,2.0,2,14.0,New Property,flat,866.0,0,0,0,0,0,2,30,"28.4172° N, 76.9081° E",28.4172,76.9081
independent,0.45,sector 21,8411.0,3.0,2.0,1,1.0,Old Property,house,594.0,0,0,0,0,0,0,0,"28.5134° N, 77.0723° E",28.5134,77.0723
independent,0.8,sector 69,10485.0,1.0,1.0,0,1.0,New Property,house,763.0,0,0,0,0,0,0,0,"28.3966° N, 77.0341° E",28.3966,77.0341
dlf the ultima,2.7,sector 81,12802.0,3.0,3.0,3,15.0,Relatively New,flat,2343.0,0,0,0,0,0,1,49,"28.3867° N, 76.9485° E",28.3867,76.9485
bestech park view grand spa,2.22,sector 81,8346.0,3.0,4.0,3+,15.0,Relatively New,flat,2407.0,0,0,0,0,0,1,174,"28.3867° N, 76.9485° E",28.3867,76.9485
dlf regency park,1.35,sector 28,11989.0,2.0,2.0,2,1.0,Moderately Old,flat,1109.0,0,0,0,0,0,0,0,"28.4728° N, 77.0865° E",28.4728,77.0865
dlf new town heights,1.6,sector 90,6768.0,4.0,4.0,3+,10.0,Relatively New,flat,2139.0,0,0,0,0,0,0,88,"28.4085° N, 76.9369° E",28.4085,76.9369
ss the leaf,2.05,sector 85,7290.0,4.0,4.0,3+,4.0,Relatively New,flat,2500.0,0,0,0,0,0,1,49,"28.4042° N, 76.9513° E",28.4042,76.9513
emaar mgf emerald floors premier,2.35,sector 65,16207.0,3.0,3.0,3,2.0,Relatively New,flat,1500.0,0,0,0,0,0,1,64,"28.4030° N, 77.0690° E",28.403,77.069
smriti apartment,0.6,sector 56,10000.0,1.0,1.0,1,2.0,Moderately Old,flat,543.0,0,0,0,0,0,0,49,"28.4245° N, 77.0991° E",28.4245,77.0991
signature andour heights,0.59,sector 71,8429.0,2.0,2.0,1,6.0,Moderately Old,flat,639.0,0,0,0,0,0,0,67,"28.4104° N, 77.0281° E",28.4104,77.0281
tata primanti,3.5,sector 72,11427.0,4.0,5.0,3+,16.0,Relatively New,flat,2625.0,0,0,0,0,0,0,31,"28.4225° N, 77.0211° E",28.4225,77.0211
international city by sobha phase 1,5.7,sector 109,10556.0,4.0,4.0,3+,4.0,Relatively New,house,5400.0,1,1,0,0,0,0,98,"28.5073° N, 77.0089° E",28.5073,77.0089
vatika city,2.1,sector 49,10417.0,3.0,3.0,3,9.0,Moderately Old,flat,1604.25,0,0,0,0,0,1,132,"28.4121° N, 77.0480° E",28.4121,77.048
antriksh heights,0.92,sector 84,5041.0,3.0,3.0,3,2.0,Relatively New,flat,1652.0,0,0,0,0,0,0,67,"28.3979° N, 76.9736° E",28.3979,76.9736
independent,0.92,sector 4,15257.0,1.0,4.0,3,4.0,Moderately Old,house,603.0,0,0,0,0,1,0,0,"28.4738° N, 77.0107° E",28.4738,77.0107
godrej,1.47,sector 79,16261.0,2.0,2.0,3,9.0,New Property,flat,93.0,0,0,0,0,0,0,99,"28.3624° N, 76.9787° E",28.3624,76.9787
tata primanti,5.25,sector 72,15648.0,4.0,4.0,3+,30.0,New Property,flat,3000.0,0,0,0,0,0,1,174,"28.4225° N, 77.0211° E",28.4225,77.0211
ansal api spanish court,2.9,sector 2,18626.0,4.0,4.0,3,2.0,Relatively New,house,1557.0,0,0,1,0,0,1,49,"28.5095° N, 77.0320° E",28.5095,77.032
shree vardhman flora,0.9,sector 90,4615.0,3.0,4.0,3,4.0,Relatively New,flat,1765.0,0,0,0,0,0,0,165,"28.4085° N, 76.9369° E",28.4085,76.9369
krrish provence estate,7.5,gwal pahari,7500.0,5.0,6.0,3+,23.0,Relatively New,flat,9050.0,0,0,0,0,0,0,49,"28.4484° N, 77.0210° E",28.4484,77.021
lotus homz,0.6,sector 111,8451.0,2.0,2.0,3,9.0,New Property,flat,789.0,0,0,0,0,0,0,52,"28.5238° N, 77.0320° E",28.5238,77.032
m3m urbana,1.0,sector 67,12107.0,1.0,1.0,1,17.0,Relatively New,flat,826.0,0,0,0,0,0,0,49,"28.3859° N, 77.0608° E",28.3859,77.0608
independent,0.99,sector 47,17188.0,1.0,4.0,3,4.0,Relatively New,house,576.0,0,0,0,0,0,0,13,"28.4276° N, 77.0492° E",28.4276,77.0492
emaar imperial gardens,2.05,sector 102,9875.0,3.0,4.0,3+,14.0,Relatively New,flat,2250.0,0,0,0,0,0,0,116,"28.4750° N, 76.9715° E",28.475,76.9715
tata primanti,3.2,sector 72,12190.0,4.0,4.0,3+,8.0,Moderately Old,flat,2600.0,0,0,0,0,0,1,168,"28.4225° N, 77.0211° E",28.4225,77.0211
ramprastha primera,1.1,sector 37d,6111.0,3.0,3.0,3,6.0,Relatively New,flat,1700.0,0,0,0,0,0,0,149,"28.4478° N, 76.9703° E",28.4478,76.9703
smart world orchard,1.6,sector 61,13913.0,2.0,2.0,2,3.0,Under Construction,flat,1278.0,0,0,0,0,0,0,37,"28.4050° N, 77.0963° E",28.405,77.0963
bestech park view residency,1.01,sector 2,7138.0,2.0,2.0,3,0.0,Moderately Old,flat,1281.0,0,0,0,0,0,0,92,"28.5095° N, 77.0320° E",28.5095,77.032
shree vardhman victoria,1.9,sector 70,9744.0,3.0,3.0,3,10.0,New Property,flat,1765.0,0,0,0,0,0,0,36,"28.3968° N, 77.0233° E",28.3968,77.0233
signature global synera,0.31,sector 81,7434.0,1.0,1.0,1,13.0,Relatively New,flat,366.0,0,0,0,0,0,2,123,"28.3867° N, 76.9485° E",28.3867,76.9485
tulip violet,1.2,sector 69,10909.0,2.0,3.0,0,0.0,Relatively New,flat,1100.0,0,0,0,0,0,0,54,"28.3966° N, 77.0341° E",28.3966,77.0341
tulip violet,1.8,sector 69,8955.0,4.0,4.0,2,9.0,Relatively New,flat,1819.0,0,0,0,0,0,1,165,"28.3966° N, 77.0341° E",28.3966,77.0341
hsiidc sidco aravali,0.9,manesar,3478.0,3.0,3.0,3,2.0,Old Property,flat,1900.0,0,0,0,0,0,2,21,"28.3515° N, 76.9428° E",28.3515,76.9428
emaar gurgaon greens,1.4,sector 102,8485.0,3.0,3.0,3,9.0,Relatively New,flat,1413.0,0,0,0,0,0,0,49,"28.4750° N, 76.9715° E",28.475,76.9715
ireo skyon,2.82,sector 60,12818.0,3.0,3.0,3,2.0,Relatively New,flat,2400.0,0,0,0,0,0,1,174,"28.4003° N, 77.0975° E",28.4003,77.0975
ss the leaf,2.15,sector 85,8929.0,3.0,5.0,3,2.0,New Property,flat,2179.0,0,0,0,0,0,0,53,"28.4042° N, 76.9513° E",28.4042,76.9513
shapoorji pallonji joyville gurugram,1.4,sector 102,10378.0,2.0,2.0,2,11.0,New Property,flat,1166.0,0,0,0,0,0,1,49,"28.4750° N, 76.9715° E",28.475,76.9715
sector 14 rwa,6.5,sector 14,26000.0,5.0,5.0,0,4.0,Moderately Old,house,2500.0,0,0,0,0,0,0,0,"28.4711° N, 77.0454° E",28.4711,77.0454
godrej nature plus,1.25,sector 33,9025.0,2.0,2.0,3,17.0,Under Construction,flat,1385.0,0,0,0,0,0,0,56,"28.4420° N, 77.0207° E",28.442,77.0207
the close north,2.5,sector 50,11945.0,3.0,3.0,3,11.0,Relatively New,flat,1894.0,0,0,0,0,0,1,127,"28.4178° N, 77.0628° E",28.4178,77.0628
independent,5.5,sector 46,23061.0,8.0,8.0,3+,3.0,Moderately Old,house,2385.0,1,0,0,0,1,1,32,"28.4374° N, 77.0586° E",28.4374,77.0586
ireo the corridors,2.0,sector 67a,11581.0,3.0,3.0,2,6.0,Under Construction,flat,1346.0,0,0,0,0,0,0,15,"28.3960° N, 77.0372° E",28.396,77.0372
supertech hues,0.93,sector 68,8611.0,2.0,2.0,2,11.0,New Property,flat,1200.0,0,0,0,0,0,0,0,"28.3853° N, 77.0484° E",28.3853,77.0484
independent,6.6,sector 25,36667.0,6.0,7.0,3+,2.0,Moderately Old,house,1800.0,1,1,0,0,0,1,119,"28.4844° N, 77.0860° E",28.4844,77.086
godrej aria,1.1,sector 79,7774.0,2.0,2.0,3+,4.0,New Property,flat,1223.0,0,0,0,0,0,1,49,"28.3624° N, 76.9787° E",28.3624,76.9787
dlf the arbour,8.5,sector 63,21519.0,4.0,4.0,3+,27.0,New Property,house,3950.0,0,0,0,0,0,0,61,"28.3971° N, 77.0867° E",28.3971,77.0867
m3m merlin,2.9,sector 67,14167.0,3.0,3.0,3,0.0,Relatively New,flat,2047.0,0,0,0,0,0,1,49,"28.3859° N, 77.0608° E",28.3859,77.0608
independent,3.5,sector 31,24155.0,4.0,3.0,3,2.0,Moderately Old,house,1449.0,0,0,1,0,0,1,81,"28.4528° N, 77.0498° E",28.4528,77.0498
paras dews,1.4,sector 106,6001.0,3.0,4.0,3+,12.0,Under Construction,flat,1593.0,0,0,0,0,0,0,55,"28.5007° N, 77.0003° E",28.5007,77.0003
emaar palm gardens,1.76,sector 83,9263.0,3.0,3.0,3,5.0,Relatively New,flat,1600.0,0,0,0,0,0,1,174,"28.3986° N, 76.9647° E",28.3986,76.9647
ireo victory valley,8.0,sector 67,22222.0,6.0,7.0,3+,3.0,Moderately Old,house,3600.0,1,1,1,1,0,1,151,"28.3859° N, 77.0608° E",28.3859,77.0608
independent,1.0,sector 6,4630.0,6.0,4.0,0,3.0,Moderately Old,house,240.0,0,0,0,0,0,0,0,"28.4745° N, 77.0262° E",28.4745,77.0262
shree vardhman flora,1.0,sector 90,5128.0,3.0,4.0,3,8.0,New Property,flat,1765.0,0,0,0,0,0,0,95,"28.4085° N, 76.9369° E",28.4085,76.9369
allure homes,0.72,sector 12,7273.0,2.0,2.0,1,2.0,Relatively New,flat,1100.0,0,0,0,0,0,1,16,"28.4723° N, 77.0320° E",28.4723,77.032
m3m capital,2.57,sector 113,15576.0,4.0,5.0,3+,25.0,Under Construction,flat,2060.0,0,0,0,0,0,1,79,"28.5287° N, 77.0233° E",28.5287,77.0233
m3m merlin,2.65,sector 67,12946.0,3.0,3.0,3,0.0,Relatively New,flat,2047.0,0,0,0,0,0,1,174,"28.3859° N, 77.0608° E",28.3859,77.0608
sbtl caladium,1.63,sector 109,6405.0,3.0,3.0,2,8.0,Relatively New,flat,2303.0,0,0,0,0,0,0,159,"28.5073° N, 77.0089° E",28.5073,77.0089
godrej,1.29,sector 79,8206.0,2.0,2.0,3,4.0,New Property,flat,1423.0,0,0,0,0,0,0,0,"28.3624° N, 76.9787° E",28.3624,76.9787
krrish provence estate,5.25,gwal pahari,9052.0,4.0,5.0,3+,2.0,New Property,flat,5249.0,0,0,0,0,0,0,49,"28.4484° N, 77.0210° E",28.4484,77.021
shree arihant apartment,1.55,sector 54,7381.0,3.0,3.0,3+,3.0,Moderately Old,flat,2000.0,0,0,0,0,0,1,125,"28.4348° N, 77.1089° E",28.4348,77.1089
ss the leaf,1.84,sector 85,7641.0,3.0,4.0,3,8.0,Relatively New,flat,2026.0,0,0,0,0,0,0,158,"28.4042° N, 76.9513° E",28.4042,76.9513
bptp mansions park prime,3.0,sector 66,10854.0,4.0,4.0,3,3.0,Relatively New,flat,2700.0,0,0,0,0,0,1,174,"28.3925° N, 77.0541° E",28.3925,77.0541
m3m soulitude,1.3,sector 89,8701.0,3.0,3.0,2,1.0,New Property,flat,1179.0,0,0,0,0,0,0,45,"28.4253° N, 76.9439° E",28.4253,76.9439
independent,2.0,sector 7,11111.0,2.0,2.0,1,2.0,Relatively New,house,1800.0,0,0,0,0,0,0,0,"28.4644° N, 77.0143° E",28.4644,77.0143
independent,1.65,sector 9,18333.0,2.0,3.0,0,3.0,Old Property,house,900.0,0,0,0,0,0,0,0,"28.4603° N, 77.0000° E",28.4603,77.0
sare green parc phase 3,0.75,sector 92,7143.0,3.0,2.0,2,3.0,New Property,flat,1298.0,0,0,0,0,0,0,121,"28.4079° N, 76.9153° E",28.4079,76.9153
ramprastha skyz,1.1,sector 37d,6377.0,3.0,3.0,3+,7.0,Under Construction,flat,1561.0,0,0,0,0,0,0,109,"28.4478° N, 76.9703° E",28.4478,76.9703
ats tourmaline,1.4,sector 109,8000.0,3.0,3.0,3+,12.0,Relatively New,flat,1584.0,0,0,0,0,0,0,65,"28.5073° N, 77.0089° E",28.5073,77.0089
shree vardhman victoria,1.55,sector 70,7949.0,3.0,3.0,3,6.0,Relatively New,flat,1527.0,0,0,0,0,0,0,49,"28.3968° N, 77.0233° E",28.3968,77.0233
independent,10.5,sector 28,32407.0,5.0,6.0,3+,3.0,New Property,house,3240.0,1,1,0,1,0,1,153,"28.4728° N, 77.0865° E",28.4728,77.0865
bestech altura,1.72,sector 79,8000.0,3.0,4.0,3+,5.0,Relatively New,flat,1695.0,0,0,0,0,0,1,174,"28.3624° N, 76.9787° E",28.3624,76.9787
signature global synera,0.48,sector 81,8027.0,2.0,2.0,1,14.0,Relatively New,flat,547.0,0,0,0,0,0,1,14,"28.3867° N, 76.9485° E",28.3867,76.9485
dlf regal gardens,1.25,sector 90,5930.0,3.0,3.0,3,18.0,Relatively New,flat,1557.0,0,0,0,0,0,0,72,"28.4085° N, 76.9369° E",28.4085,76.9369
raheja atharva,2.2,sector 109,9491.0,3.0,3.0,2,7.0,Moderately Old,flat,2576.0,0,0,0,0,0,1,111,"28.5073° N, 77.0089° E",28.5073,77.0089
godrej nature plus,1.5,sector 33,9677.0,3.0,3.0,3,6.0,Under Construction,flat,1403.0,0,0,0,0,0,0,72,"28.4420° N, 77.0207° E",28.442,77.0207
sidhivinayak apartments,1.9,sector 55,10556.0,4.0,3.0,3+,9.0,Moderately Old,flat,2000.0,0,0,0,0,0,2,35,"28.4281° N, 77.1100° E",28.4281,77.11
la vida by tata housing,1.35,sector 113,13990.0,2.0,2.0,3,10.0,New Property,flat,1090.0,0,0,0,0,0,0,174,"28.5287° N, 77.0233° E",28.5287,77.0233
vatika gurgaon,1.33,sector 83,5565.0,4.0,4.0,3,3.0,Relatively New,flat,2193.0,0,0,0,0,0,0,26,"28.3986° N, 76.9647° E",28.3986,76.9647
chd avenue,1.1,sector 71,6790.0,3.0,3.0,3,11.0,Relatively New,flat,1466.0,0,0,0,0,0,0,72,"28.4104° N, 77.0281° E",28.4104,77.0281
independent,13.5,sector 25,19286.0,9.0,9.0,0,1.0,Relatively New,house,7000.0,0,0,0,0,0,0,0,"28.4844° N, 77.0860° E",28.4844,77.086
tulip violet,1.4,sector 69,8929.0,3.0,3.0,1,12.0,Relatively New,flat,1419.0,0,0,0,0,0,0,157,"28.3966° N, 77.0341° E",28.3966,77.0341
bestech park view sanskruti,1.5,sector 92,7812.0,3.0,3.0,3,3.0,Relatively New,flat,1738.0,0,0,0,0,0,0,49,"28.4079° N, 76.9153° E",28.4079,76.9153
independent,3.6,sector 91,14815.0,4.0,4.0,3,2.0,New Property,house,2430.0,0,0,0,0,0,1,49,"28.4014° N, 76.9225° E",28.4014,76.9225
smart world orchard,1.58,sector 61,13739.0,2.0,2.0,2,3.0,New Property,flat,1278.0,0,0,0,0,0,0,15,"28.4050° N, 77.0963° E",28.405,77.0963
international city by sobha phase 1,6.75,sector 109,10838.0,4.0,4.0,3+,2.0,New Property,house,6228.0,0,1,0,1,0,0,130,"28.5073° N, 77.0089° E",28.5073,77.0089
ild greens,0.95,sector 37c,9223.0,2.0,2.0,3+,11.0,Relatively New,flat,1179.0,0,0,0,0,0,1,119,"28.4515° N, 76.9882° E",28.4515,76.9882
corona gracieux,1.05,sector 76,5949.0,3.0,3.0,3+,7.0,Relatively New,flat,1597.0,0,0,0,0,0,1,133,"28.3935° N, 76.9888° E",28.3935,76.9888
signature global city 63a,1.65,sector 63a,15264.0,2.0,2.0,2,1.0,Under Construction,flat,978.0,0,0,0,0,0,0,0,"28.3923° N, 77.0888° E",28.3923,77.0888
pioneer park,2.1,sector 61,11667.0,3.0,3.0,3,15.0,Relatively New,flat,1592.0,0,0,0,0,0,1,49,"28.4050° N, 77.0963° E",28.405,77.0963
vipul tatvam villa,7.65,sector 48,19125.0,4.0,4.0,3,2.0,Moderately Old,house,4000.0,1,1,0,0,1,0,49,"28.4177° N, 77.0359° E",28.4177,77.0359
pivotal devaan,0.35,sector 84,7277.0,2.0,2.0,1,10.0,Relatively New,flat,531.0,0,0,0,0,0,0,103,"28.3979° N, 76.9736° E",28.3979,76.9736
supertech basera,0.36,sector 79,7643.0,2.0,2.0,1,4.0,New Property,flat,546.0,0,0,0,0,0,0,60,"28.3624° N, 76.9787° E",28.3624,76.9787
guru gram haryana cghs,1.39,sector 56,8424.0,3.0,2.0,3,6.0,Old Property,flat,1750.0,0,0,0,0,0,1,89,"28.4245° N, 77.0991° E",28.4245,77.0991
ramprastha primera,1.08,sector 37d,6000.0,3.0,3.0,3,9.0,Relatively New,flat,1700.0,0,0,0,0,0,0,158,"28.4478° N, 76.9703° E",28.4478,76.9703
rof ananda,0.55,sector 95,8527.0,3.0,2.0,2,14.0,New Property,flat,811.0,0,0,0,0,0,1,81,"28.4172° N, 76.9081° E",28.4172,76.9081
signature global orchard avenue,0.85,sector 93,14238.0,2.0,2.0,0,10.0,Relatively New,flat,597.0,0,0,0,0,0,0,0,"28.4153° N, 76.9326° E",28.4153,76.9326
emaar mgf the palm drive,3.0,sector 66,14286.0,4.0,5.0,3+,10.0,Relatively New,flat,2100.0,0,0,0,0,0,1,49,"28.3925° N, 77.0541° E",28.3925,77.0541
shree vardhman victoria,1.64,sector 70,8410.0,3.0,5.0,3,8.0,Relatively New,flat,1527.0,0,0,0,0,0,0,126,"28.3968° N, 77.0233° E",28.3968,77.0233
maxworth city residences,0.9,sector 10a,7081.0,2.0,2.0,3,9.0,New Property,flat,1086.0,0,0,0,0,0,0,52,"28.4469° N, 77.0106° E",28.4469,77.0106
orris aster court premier,1.73,sector 85,6758.0,4.0,5.0,3+,8.0,Relatively New,flat,2017.0,0,0,0,0,0,0,16,"28.4042° N, 76.9513° E",28.4042,76.9513
emaar mgf palm terraces select,3.4,sector 66,14108.0,4.0,4.0,3+,2.0,Relatively New,flat,2210.0,0,0,0,0,0,1,157,"28.3925° N, 77.0541° E",28.3925,77.0541
dlf new town heights,1.99,sector 90,7297.0,4.0,4.0,3+,9.0,Relatively New,flat,3030.0,0,0,0,0,0,1,102,"28.4085° N, 76.9369° E",28.4085,76.9369
conscient elevate,4.25,sector 59,18519.0,3.0,4.0,3,3.0,Under Construction,flat,2077.0,0,0,0,0,0,0,0,"28.4051° N, 77.1097° E",28.4051,77.1097
independent,4.5,sector 14,20000.0,5.0,5.0,1,1.0,Relatively New,house,2778.0,0,0,0,0,0,0,0,"28.4711° N, 77.0454° E",28.4711,77.0454
prime habitat,0.26,sector 99a,4745.0,2.0,2.0,1,6.0,Relatively New,flat,611.0,0,0,0,0,0,0,79,"28.4561° N, 76.9542° E",28.4561,76.9542
independent,1.0,sector 7,8818.0,2.0,2.0,0,0.0,Old Property,house,126.0,1,0,0,0,0,0,7,"28.4644° N, 77.0143° E",28.4644,77.0143
tulip violet,1.75,sector 69,8883.0,4.0,4.0,1,12.0,Relatively New,flat,1783.0,0,0,0,0,0,0,86,"28.3966° N, 77.0341° E",28.3966,77.0341
conscient heritage max,3.0,sector 102,10490.0,4.0,4.0,3+,7.0,Relatively New,flat,3178.0,0,0,0,0,0,1,65,"28.4750° N, 76.9715° E",28.475,76.9715
ireo victory valley,3.49,sector 67,12998.0,3.0,3.0,3,19.0,Relatively New,flat,2724.0,0,0,0,0,0,0,103,"28.3859° N, 77.0608° E",28.3859,77.0608
birla navya,2.1,sector 63a,16667.0,2.0,2.0,2,2.0,Under Construction,flat,1400.0,0,0,0,0,0,0,38,"28.3923° N, 77.0888° E",28.3923,77.0888
pioneer araya,9.2,sector 62,19944.0,4.0,6.0,3,5.0,Relatively New,flat,3867.0,0,0,0,0,0,1,156,"28.4139° N, 77.0886° E",28.4139,77.0886
vatika the seven lamps,1.0,sector 82,6969.0,2.0,2.0,2,14.0,Relatively New,flat,1299.0,0,0,0,0,0,0,69,"28.3935° N, 76.9600° E",28.3935,76.96
iffco nagar and 17b rwa,2.98,sector 17,20566.0,2.0,6.0,3+,3.0,Relatively New,house,1449.0,1,0,0,1,0,0,78,"28.4791° N, 77.0608° E",28.4791,77.0608
tata primanti,3.5,sector 72,11427.0,4.0,5.0,3+,10.0,Relatively New,flat,2625.0,0,0,0,0,0,0,38,"28.4225° N, 77.0211° E",28.4225,77.0211
ansal heights,0.6,sector 92,4545.0,2.0,2.0,3,11.0,Under Construction,flat,1195.0,0,0,0,0,0,0,23,"28.4079° N, 76.9153° E",28.4079,76.9153
independent,7.25,sector 57,26852.0,9.0,9.0,3+,2.0,New Property,house,2700.0,0,1,0,1,1,1,49,"28.4232° N, 77.0752° E",28.4232,77.0752
valley view estate,0.38,gwal pahari,6090.0,1.0,1.0,1,11.0,Moderately Old,flat,565.0,0,0,0,0,0,0,42,"28.4484° N, 77.0210° E",28.4484,77.021
experion windchants,7.46,sector 112,10260.0,4.0,4.0,3+,2.0,Relatively New,house,6350.0,0,1,0,1,0,1,62,"28.5189° N, 77.0183° E",28.5189,77.0183
m3m golfestate,5.0,sector 65,18519.0,3.0,3.0,3+,28.0,Relatively New,flat,2800.0,0,0,0,0,0,1,165,"28.4030° N, 77.0690° E",28.403,77.069
dlf new town heights,1.95,sector 90,7151.0,4.0,4.0,3+,24.0,Relatively New,flat,2456.0,0,0,0,0,0,0,174,"28.4085° N, 76.9369° E",28.4085,76.9369
unitech espace,10.45,sector 50,32253.0,5.0,7.0,3+,3.0,Moderately Old,house,3240.0,1,1,0,1,1,1,153,"28.4178° N, 77.0628° E",28.4178,77.0628
alpha corp gurgaonone,1.15,sector 84,7497.0,2.0,2.0,3,8.0,Relatively New,flat,1361.0,0,0,0,0,0,1,37,"28.3979° N, 76.9736° E",28.3979,76.9736
zara aavaas,0.49,sector 104,6577.0,3.0,2.0,2,7.0,Under Construction,flat,695.0,0,0,0,0,0,0,74,"28.4788° N, 76.9960° E",28.4788,76.996
millenia,0.4,sector 37c,6667.0,2.0,2.0,2,4.0,New Property,flat,667.0,0,0,0,0,0,0,29,"28.4515° N, 76.9882° E",28.4515,76.9882
dlf new town heights,1.3,sector 86,6736.0,3.0,3.0,3,12.0,Moderately Old,flat,1747.0,0,0,0,0,0,1,165,"28.3986° N, 76.9384° E",28.3986,76.9384
adani m2k oyster grande,1.9,sector 102,9104.0,3.0,4.0,3,8.0,Relatively New,flat,1710.0,0,0,0,0,0,0,165,"28.4750° N, 76.9715° E",28.475,76.9715
godrej habitat,1.3,sector 3,9003.0,2.0,2.0,2,6.0,Under Construction,flat,1604.0,0,0,0,0,0,0,36,"28.4909° N, 77.0176° E",28.4909,77.0176
independent,4.25,sector 41,26235.0,2.0,9.0,3+,4.0,Moderately Old,house,1620.0,1,1,0,0,0,1,36,"28.4557° N, 77.0632° E",28.4557,77.0632
independent,10.0,sector 24,25543.0,8.0,10.0,3+,1.0,Old Property,house,3915.0,0,0,0,0,0,0,0,"28.4939° N, 77.1038° E",28.4939,77.1038
ireo the corridors,1.7,sector 67a,9844.0,3.0,3.0,2,10.0,New Property,flat,1346.0,0,0,0,0,0,1,44,"28.3960° N, 77.0372° E",28.396,77.0372
sbr apartment,0.68,manesar,4456.0,3.0,3.0,3,2.0,Moderately Old,flat,1526.0,0,0,0,0,0,0,0,"28.3515° N, 76.9428° E",28.3515,76.9428
emaar mgf palm hills,1.25,sector 77,8621.0,3.0,4.0,3,3.0,Relatively New,flat,1310.0,0,0,0,0,0,0,49,"28.3801° N, 76.9845° E",28.3801,76.9845
corona optus,1.27,sector 37c,7232.0,3.0,3.0,3,2.0,Relatively New,flat,1595.0,0,0,0,0,0,0,49,"28.4515° N, 76.9882° E",28.4515,76.9882
bestech spa signature,4.4,sector 81,12571.0,4.0,4.0,3+,6.0,New Property,flat,3700.0,0,0,0,0,0,2,49,"28.3867° N, 76.9485° E",28.3867,76.9485
bestech park view spa next,3.32,sector 67,12600.0,4.0,5.0,3+,12.0,Moderately Old,flat,2385.0,0,0,0,0,0,1,174,"28.3859° N, 77.0608° E",28.3859,77.0608
ss the leaf,1.12,sector 85,6452.0,2.0,2.0,3,10.0,Relatively New,flat,1485.0,0,0,0,0,0,0,49,"28.4042° N, 76.9513° E",28.4042,76.9513
cghs rail vihar,1.4,sector 15,10769.0,4.0,3.0,3,3.0,Old Property,flat,1444.0,0,0,0,0,0,1,81,"28.4621° N, 77.0464° E",28.4621,77.0464
dlf regency park,2.26,sector 28,13697.0,3.0,3.0,2,19.0,Old Property,flat,1700.0,0,0,0,0,0,0,158,"28.4728° N, 77.0865° E",28.4728,77.0865
vatika lifestyle homes,1.15,sector 83,8214.0,3.0,3.0,1,7.0,Moderately Old,flat,1607.0,0,0,0,0,0,1,95,"28.3986° N, 76.9647° E",28.3986,76.9647
pyramid urban homes 2,0.6,sector 86,8000.0,3.0,2.0,2,2.0,New Property,flat,833.0,0,0,0,0,0,0,13,"28.3986° N, 76.9384° E",28.3986,76.9384
apna enclave,0.5,sector 3,7692.0,2.0,2.0,1,1.0,Old Property,flat,722.0,0,0,0,0,0,1,37,"28.4909° N, 77.0176° E",28.4909,77.0176
